,test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant,GO term
184,XLOC_000179,XLOC_000179,FMT1,II:202055-203261,NI,I,NOTEST,2.43828,1.53047,-0.671886,0.0,1.0,1.0,no,
185,XLOC_000180,XLOC_000180,SCT1,II:203405-205817,NI,I,NOTEST,5.82444,9.58372,0.718468,0.0,1.0,1.0,no,
186,XLOC_000181,XLOC_000181,ALK2,II:207193-209224,NI,I,NOTEST,0.8673639999999999,1.41211,0.7031390000000001,0.0,1.0,1.0,no,
187,XLOC_000182,XLOC_000182,YBL008W-A,II:209408-209648,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
188,XLOC_000183,XLOC_000183,HIR1,II:209652-212175,NI,I,NOTEST,1.0799299999999998,1.5334,0.50579,0.0,1.0,1.0,no,
189,XLOC_000184,XLOC_000184,YBL006W-A,II:216586-217129,NI,I,NOTEST,47.3752,44.2897,-0.09716110000000001,0.0,1.0,1.0,no,
190,XLOC_000185,XLOC_000185,PDR3,II:217370-221196,NI,I,NOTEST,4.9227099999999995,2.41415,-1.0279399999999999,0.0,1.0,1.0,no,
191,XLOC_000186,XLOC_000186,YBL005W-B,II:221329-226598,NI,I,NOTEST,1.23579,1.7731,0.520849,0.0,1.0,1.0,no,
192,XLOC_000187,XLOC_000187,tS(AGA)B,II:227074-227156,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
193,XLOC_000188,XLOC_000188,UTP20,II:227635-235117,NI,I,NOTEST,2.9734700000000003,3.09586,0.0581938,0.0,1.0,1.0,no,
194,XLOC_000189,XLOC_000189,HTB2,II:236491-236887,NI,I,OK,153.053,172.94099999999997,0.176253,0.26319000000000004,0.72445,0.9504,no,
195,XLOC_000190,XLOC_000190,COQ1,II:242808-244230,NI,I,OK,9.336780000000001,10.2476,0.134285,0.167304,0.8282,0.971607,no,
196,XLOC_000191,XLOC_000191,RCR1,II:245905-246547,NI,I,OK,111.154,99.2884,-0.162866,-0.271755,0.7148,0.948392,no,
197,XLOC_000192,XLOC_000192,UGA2,II:247009-248503,NI,I,OK,9.70781,13.8565,0.5133409999999999,0.668259,0.34235,0.8293590000000001,no,
198,XLOC_000193,XLOC_000193,HHF1,II:255211-255684,NI,I,OK,1005.53,995.9169999999999,-0.013854,-0.0207988,0.98075,0.984432,no,
199,XLOC_000194,XLOC_000194,HHT1,II:256330-256741,NI,I,OK,331.145,292.532,-0.178867,-0.310654,0.66845,0.934781,no,
200,XLOC_000195,XLOC_000195,YBR012W-B,II:259868-265140,NI,I,NOTEST,0.12406800000000001,0.183143,0.561836,0.0,1.0,1.0,no,
201,XLOC_000196,XLOC_000196,tT(AGU)B,II:266377-266450,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
202,XLOC_000197,XLOC_000197,YBR016W,II:270246-270633,NI,I,OK,29.0043,17.8975,-0.696507,-0.521008,0.5616,0.9021299999999999,no,
203,XLOC_000198,XLOC_000198,GAL1,II:279020-280607,NI,I,NOTEST,1.0404200000000001,0.0,-inf,0.0,1.0,1.0,no,
204,XLOC_000199,XLOC_000199,FUR4,II:281442-283344,NI,I,OK,25.1182,14.1557,-0.82735,-1.3418299999999999,0.0727,0.541902,no,
205,XLOC_000200,XLOC_000200,POA1,II:283737-284271,NI,I,OK,55.5311,32.3485,-0.779597,-0.949968,0.17600000000000002,0.739016,no,
206,XLOC_000201,XLOC_000201,SCO2,II:289444-290350,NI,I,OK,10.5422,6.017869999999999,-0.80885,-0.700489,0.3195,0.822838,no,
207,XLOC_000202,XLOC_000202,RKM3,II:298291-299950,NI,I,NOTEST,5.381130000000001,6.3293800000000005,0.23415500000000003,0.0,1.0,1.0,no,
208,XLOC_000203,XLOC_000203,RPL4A,II:300165-301254,NI,I,OK,90.9173,144.232,0.6657649999999999,1.40614,0.09625,0.606621,no,
209,XLOC_000204,XLOC_000204,YBR032W,II:301518-301821,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
210,XLOC_000205,XLOC_000205,EDS1,II:301943-304703,NI,I,NOTEST,3.20729,1.73078,-0.889935,0.0,1.0,1.0,no,
211,XLOC_000206,XLOC_000206,CHS2,II:311897-314789,NI,I,NOTEST,1.47727,5.41231,1.8733099999999998,0.0,1.0,1.0,no,
212,XLOC_000207,XLOC_000207,ATP3,II:315574-316510,NI,I,OK,14.8012,22.8158,0.62432,0.7570359999999999,0.31475,0.818248,no,
213,XLOC_000208,XLOC_000208,FIG1,II:316967-317864,NI,I,NOTEST,2.0815099999999997,3.97335,0.932725,0.0,1.0,1.0,no,
214,XLOC_000209,XLOC_000209,FAT1,II:318265-320275,NI,I,OK,13.8712,15.2034,0.132301,0.201909,0.78155,0.9639409999999999,no,
215,XLOC_000210,XLOC_000210,FMP23,II:331832-332360,NI,I,OK,39.9601,8.26303,-2.27382,-1.7592,0.0466,0.49337600000000004,no,
216,XLOC_000211,XLOC_000211,RPS11B,II:332830-333812,NI,I,OK,95.2477,122.945,0.368252,0.541549,0.461,0.884833,no,
217,XLOC_000212,XLOC_000212,YBR051W,II:337182-338338,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
218,XLOC_000213,XLOC_000213,YRO2,II:343100-344135,NI,I,OK,39.535,35.2417,-0.165848,-0.264352,0.70985,0.94686,no,transmembrane transporter activity
219,XLOC_000213,XLOC_000213,YRO2,II:343100-344135,NI,I,OK,39.535,35.2417,-0.165848,-0.264352,0.70985,0.94686,no,transporter activity
220,XLOC_000213,XLOC_000213,YRO2,II:343100-344135,NI,I,OK,39.535,35.2417,-0.165848,-0.264352,0.70985,0.94686,no,ion transmembrane transporter activity
221,XLOC_000214,XLOC_000214,tL(UAA)B2,II:347602-347686,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
222,XLOC_000215,XLOC_000215,YBR056W,II:347878-349384,NI,I,OK,15.6451,15.6728,0.00254848,0.00371802,0.96665,0.980419,no,
223,XLOC_000216,XLOC_000216,tQ(UUG)B,II:350826-350898,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
224,XLOC_000217,XLOC_000217,YBR056W-A,II:351254-351455,NI,I,OK,131.236,130.769,-0.00515072,-0.00589115,0.9218,0.979073,no,
225,XLOC_000218,XLOC_000218,YBR064W,II:366969-368191,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
226,XLOC_000219,XLOC_000219,YBR071W,II:380410-381046,NI,I,OK,28.2357,86.0475,1.60761,2.07311,0.0083,0.203255,no,
227,XLOC_000220,XLOC_000220,HSP26,II:382029-382674,NI,I,OK,74.92,25.8584,-1.53472,-2.03159,0.01225,0.250306,no,
228,XLOC_000221,XLOC_000221,RDH54,II:383111-385988,NI,I,NOTEST,3.6137,4.40801,0.286649,0.0,1.0,1.0,no,
229,XLOC_000222,XLOC_000222,YBR074W,II:386285-389216,NI,I,NOTEST,3.6253,4.37445,0.271003,0.0,1.0,1.0,no,
230,XLOC_000223,XLOC_000223,ECM8,II:390226-391291,NI,I,NOTEST,7.21385,7.28402,0.013965700000000001,0.0,1.0,1.0,no,
231,XLOC_000224,XLOC_000224,ECM33,II:393122-394742,NI,I,OK,86.3025,223.774,1.37457,2.62396,0.00075,0.042210500000000005,yes,
232,XLOC_000225,XLOC_000225,"tD(GUC)B,tR(UCU)B",II:405877-407278,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
233,XLOC_000226,XLOC_000226,UBC4,II:405877-407278,NI,I,OK,11.2893,4.54568,-1.3123799999999999,-0.270201,0.6322,0.9294709999999999,no,
234,XLOC_000227,XLOC_000227,TEC1,II:409168-410629,NI,I,NOTEST,1.4228399999999999,3.0217099999999997,1.08659,0.0,1.0,1.0,no,
235,XLOC_000228,XLOC_000228,MIS1,II:411053-413981,NI,I,NOTEST,6.86658,11.5757,0.753429,0.0,1.0,1.0,no,
236,XLOC_000229,XLOC_000229,AAC3,II:415982-416906,NI,I,NOTEST,2.41288,1.7116900000000002,-0.49533999999999995,0.0,1.0,1.0,no,
237,XLOC_000230,XLOC_000230,RFC5,II:423764-424829,NI,I,OK,10.7113,14.7494,0.46152,0.547411,0.5226,0.897433,no,
238,XLOC_000231,XLOC_000231,YBR089W,II:424989-425782,NI,I,NOTEST,5.2477,8.05229,0.617714,0.0,1.0,1.0,no,
239,XLOC_000232,XLOC_000232,PBY1,II:432035-434297,NI,I,NOTEST,4.62169,2.95066,-0.647385,0.0,1.0,1.0,no,
240,XLOC_000233,XLOC_000233,YBR096W,II:436020-436713,NI,I,OK,51.3742,24.6881,-1.05723,-1.32776,0.0595,0.515147,no,
241,XLOC_000234,XLOC_000234,VPS15,II:436950-441315,NI,I,NOTEST,1.7290599999999998,1.1235,-0.621985,0.0,1.0,1.0,no,
242,XLOC_000235,XLOC_000235,MMS4,II:441514-444719,NI,I,NOTEST,0.596363,0.9014409999999999,0.596042,0.0,1.0,1.0,no,
243,XLOC_000236,XLOC_000236,SIF2,II:447708-449316,NI,I,NOTEST,6.23905,4.2389,-0.557635,0.0,1.0,1.0,no,
244,XLOC_000237,XLOC_000237,YMC2,II:449666-452043,NI,I,OK,47.0273,39.7699,-0.24182199999999998,-0.29581599999999997,0.6814,0.9408709999999999,no,transmembrane transporter activity
245,XLOC_000237,XLOC_000237,YMC2,II:449666-452043,NI,I,OK,47.0273,39.7699,-0.24182199999999998,-0.29581599999999997,0.6814,0.9408709999999999,no,transporter activity
246,XLOC_000237,XLOC_000237,YMC2,II:449666-452043,NI,I,OK,47.0273,39.7699,-0.24182199999999998,-0.29581599999999997,0.6814,0.9408709999999999,no,ion transmembrane transporter activity
247,XLOC_000237,XLOC_000237,YMC2,II:449666-452043,NI,I,OK,47.0273,39.7699,-0.24182199999999998,-0.29581599999999997,0.6814,0.9408709999999999,no,inorganic molecular entity transmembrane transporter activity
248,XLOC_000238,XLOC_000238,PHO88,II:452657-454731,NI,I,OK,151.605,156.825,0.0488296,0.0720073,0.91585,0.979073,no,
249,XLOC_000239,XLOC_000239,AIM3,II:454821-457665,NI,I,NOTEST,0.938425,2.98555,1.6696799999999998,0.0,1.0,1.0,no,
250,XLOC_000240,XLOC_000240,YBR109W-A,II:458607-458832,NI,I,NOTEST,16.3536,0.0,-inf,0.0,1.0,1.0,no,
251,XLOC_000241,XLOC_000241,ALG1,II:458871-460221,NI,I,OK,37.132,19.8986,-0.9,-1.40559,0.05825,0.515147,no,
252,XLOC_000242,XLOC_000242,SUS1,II:462138-462579,NI,I,OK,65.5951,47.8506,-0.45505100000000004,-0.398846,0.5794,0.90943,no,
253,XLOC_000243,XLOC_000243,YBR113W,II:462869-466048,NI,I,NOTEST,8.493319999999999,0.0,-inf,0.0,1.0,1.0,no,
254,XLOC_000244,XLOC_000244,RAD16,II:467247-469620,NI,I,NOTEST,1.00052,1.5928,0.670821,0.0,1.0,1.0,no,
255,XLOC_000245,XLOC_000245,TEF2,II:477670-479047,NI,I,OK,35.7151,70.262,0.976211,2.04838,0.0262,0.380315,no,
256,XLOC_000246,XLOC_000246,MUD1,II:479337-480323,NI,I,OK,14.3572,8.287889999999999,-0.792696,-0.818729,0.36125,0.844057,no,
257,XLOC_000247,XLOC_000247,YBR124W,II:484741-486866,NI,I,NOTEST,0.0,1.57615,inf,0.0,1.0,1.0,no,
258,XLOC_000248,XLOC_000248,"MEO1,YBR126W-B",II:490849-491070,NI,I,OK,260.528,632.387,1.2793700000000001,1.2364,0.0811,0.5652189999999999,no,
259,XLOC_000249,XLOC_000249,CCZ1,II:497162-499277,NI,I,NOTEST,1.15876,1.3364200000000002,0.20579899999999998,0.0,1.0,1.0,no,
260,XLOC_000250,XLOC_000250,YBR134W,II:501803-504644,NI,I,NOTEST,0.0,1.31828,inf,0.0,1.0,1.0,no,
261,XLOC_000251,XLOC_000251,CKS1,II:504853-505306,NI,I,OK,19.5817,58.662,1.58292,1.5394,0.0675,0.52664,no,
262,XLOC_000252,XLOC_000252,MEC1,II:505667-512774,NI,I,NOTEST,1.1955200000000001,1.39752,0.225231,0.0,1.0,1.0,no,
263,XLOC_000253,XLOC_000253,YBR137W,II:513043-513583,NI,I,OK,28.7551,31.1438,0.11513,0.13261900000000001,0.86055,0.971607,no,
264,XLOC_000254,XLOC_000254,YBR139W,II:515663-517190,NI,I,OK,15.6948,14.5316,-0.111096,-0.154003,0.83855,0.971607,no,
265,XLOC_000255,XLOC_000255,YBR141W-A,II:527024-528038,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
266,XLOC_000256,XLOC_000256,MAK5,II:528316-530638,NI,I,NOTEST,1.54913,1.01194,-0.61434,0.0,1.0,1.0,no,
267,XLOC_000257,XLOC_000257,ADH5,II:533761-534817,NI,I,OK,105.736,45.9558,-1.20215,-2.02211,0.00625,0.177284,no,
268,XLOC_000258,XLOC_000258,MRPS9,II:535259-536096,NI,I,OK,39.902,37.6375,-0.0842918,-0.12711,0.8703,0.9727950000000001,no,
269,XLOC_000259,XLOC_000259,RTC2,II:536574-537465,NI,I,OK,87.7608,30.4037,-1.5293299999999999,-2.34173,0.00245,0.0924659,no,
270,XLOC_000260,XLOC_000260,YSW1,II:537875-539705,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
271,XLOC_000261,XLOC_000261,ARA1,II:539986-541021,NI,I,OK,57.8135,65.6009,0.182309,0.33936700000000003,0.66145,0.934161,no,
272,XLOC_000262,XLOC_000262,APD1,II:545027-545978,NI,I,OK,46.3856,39.8429,-0.219352,-0.34473200000000004,0.62195,0.9284709999999999,no,
273,XLOC_000263,XLOC_000263,SPP381,II:546375-547251,NI,I,NOTEST,4.65055,2.96545,-0.6491520000000001,0.0,1.0,1.0,no,
274,XLOC_000264,XLOC_000264,RIB7,II:547459-548194,NI,I,OK,41.1378,12.0393,-1.77272,-2.17112,0.01875,0.316579,no,
275,XLOC_000265,XLOC_000265,CNS1,II:549770-550928,NI,I,NOTEST,3.16701,1.76973,-0.83959,0.0,1.0,1.0,no,
276,XLOC_000266,XLOC_000266,AMN1,II:556548-558198,NI,I,OK,7.2181,11.6002,0.684457,0.857809,0.28155,0.7937489999999999,no,catalytic activity
277,XLOC_000267,XLOC_000267,IFA38,II:558684-559728,NI,I,OK,45.7077,35.9536,-0.346303,-0.5619609999999999,0.4344,0.875217,no,
278,XLOC_000268,XLOC_000268,CDC28,II:560077-560974,NI,I,OK,33.3948,48.2646,0.531339,0.803666,0.26915,0.7866609999999999,no,
279,XLOC_000269,XLOC_000269,CSH1,II:561633-562764,NI,I,OK,11.0172,13.4918,0.292324,0.374694,0.6099,0.922866,no,
280,XLOC_000270,XLOC_000270,YSY6,II:565230-565428,NI,I,OK,326.85200000000003,398.814,0.28708,0.3528,0.6282,0.9294709999999999,no,
281,XLOC_000271,XLOC_000271,EXO5,II:565722-567480,NI,I,NOTEST,2.00205,2.1964900000000003,0.13372,0.0,1.0,1.0,no,
282,XLOC_000272,XLOC_000272,UBS1,II:568851-569685,NI,I,OK,27.4345,15.6906,-0.806089,-1.0444200000000001,0.1684,0.733008,no,
283,XLOC_000273,XLOC_000273,PEX32,II:572370-573612,NI,I,NOTEST,7.17126,2.32951,-1.6222,0.0,1.0,1.0,no,
284,XLOC_000274,XLOC_000274,SEC66,II:578363-578984,NI,I,OK,42.6305,39.5176,-0.10939000000000002,-0.151523,0.8298,0.971607,no,
285,XLOC_000275,XLOC_000275,SWD3,II:582337-583355,NI,I,OK,33.1339,27.0698,-0.291624,-0.44123500000000004,0.54325,0.900739,no,
286,XLOC_000276,XLOC_000276,ECM31,II:583719-584658,NI,I,OK,13.309000000000001,16.5919,0.31808400000000003,0.369039,0.59715,0.918675,no,
287,XLOC_000277,XLOC_000277,YBR178W,II:584806-586445,NI,I,NOTEST,5.8672699999999995,0.0,-inf,0.0,1.0,1.0,no,
288,XLOC_000278,XLOC_000278,DTR1,II:589740-591459,NI,I,NOTEST,4.06612,3.52121,-0.20758000000000001,0.0,1.0,1.0,no,
289,XLOC_000279,XLOC_000279,YPC1,II:596114-597065,NI,I,OK,126.323,89.322,-0.500033,-0.884239,0.2119,0.769278,no,
290,XLOC_000280,XLOC_000280,YBR184W,II:597362-598934,NI,I,NOTEST,0.8567100000000001,1.1786,0.46019899999999997,0.0,1.0,1.0,no,
291,XLOC_000281,XLOC_000281,"GDT1,PCH2",II:600552-604107,NI,I,OK,16.9822,26.5173,0.6429159999999999,0.706991,0.32845,0.828551,no,
292,XLOC_000282,XLOC_000282,RPS9B,II:604507-605508,NI,I,OK,290.145,411.039,0.502502,1.0271,0.19185,0.754234,no,
293,XLOC_000283,XLOC_000283,"RIM2,RPL21A,YBR190W,YBR191W-A",II:605965-609753,NI,I,OK,455.785,548.499,0.26713600000000004,0.44455100000000003,0.5859,0.9138360000000001,no,
294,XLOC_000284,XLOC_000284,AIM4,II:610037-610409,NI,I,OK,24.5117,32.1107,0.389586,0.316907,0.687,0.941836,no,
295,XLOC_000285,XLOC_000285,KTR4,II:618908-620303,NI,I,OK,48.7455,38.8228,-0.328366,-0.6114729999999999,0.42115,0.870994,no,
296,XLOC_000286,XLOC_000286,BEM1,II:620871-622527,NI,I,NOTEST,4.3279,1.72318,-1.3286,0.0,1.0,1.0,no,
297,XLOC_000287,XLOC_000287,YBR200W-A,II:622982-623147,NI,I,NOTEST,28.4204,0.0,-inf,0.0,1.0,1.0,no,
298,XLOC_000288,XLOC_000288,DER1,II:623442-625022,NI,I,OK,30.0018,26.4871,-0.17976099999999998,-0.249854,0.72105,0.948392,no,
299,XLOC_000289,XLOC_000289,MCM7,II:625771-628309,NI,I,NOTEST,5.6034,7.317539999999999,0.38505700000000004,0.0,1.0,1.0,no,
300,XLOC_000290,XLOC_000290,COS111,II:629167-631942,NI,I,OK,14.4819,12.1431,-0.254106,-0.435755,0.57945,0.90943,no,
301,XLOC_000291,XLOC_000291,"KTR3,YBR206W",II:633621-634924,NI,I,OK,32.124,34.7135,0.111845,0.0882925,0.9128,0.979073,no,
302,XLOC_000292,XLOC_000292,FTH1,II:635145-636543,NI,I,OK,23.3085,11.9991,-0.9579219999999999,-1.4007100000000001,0.0575,0.513726,no,
303,XLOC_000293,XLOC_000293,YBR209W,II:642582-642900,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
304,XLOC_000294,XLOC_000294,tE(UUC)B,II:645166-645238,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
305,XLOC_000295,XLOC_000295,ERV15,II:645549-645978,NI,I,OK,25.7194,16.564,-0.634803,-0.582516,0.4771,0.891589,no,
306,XLOC_000296,XLOC_000296,NGR1,II:647885-649904,NI,I,NOTEST,3.45629,2.19909,-0.652317,0.0,1.0,1.0,no,
307,XLOC_000297,XLOC_000297,MET8,II:650367-651192,NI,I,OK,11.9242,8.34377,-0.515117,-0.49486499999999994,0.51015,0.897433,no,
308,XLOC_000298,XLOC_000298,SDS24,II:651414-652998,NI,I,OK,7.91288,14.6281,0.8864700000000001,1.15747,0.13795,0.685413,no,
309,XLOC_000299,XLOC_000299,HPC2,II:653355-655317,NI,I,NOTEST,2.03064,1.27644,-0.669817,0.0,1.0,1.0,no,
310,XLOC_000300,XLOC_000300,ATG12,II:657831-664677,NI,I,NOTEST,5.289569999999999,8.01488,0.59953,0.0,1.0,1.0,no,
311,XLOC_000301,XLOC_000301,YBR221W-A,II:666537-666642,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
312,XLOC_000302,XLOC_000302,YBR223W-A,II:668662-673565,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
313,XLOC_000303,XLOC_000303,"YBR224W,YBR225W",II:668662-673565,NI,I,NOTEST,1.8877599999999999,1.21555,-0.6350640000000001,0.0,1.0,1.0,no,
314,XLOC_000304,XLOC_000304,SLX1,II:675232-676245,NI,I,NOTEST,5.51866,5.9707099999999995,0.11358299999999999,0.0,1.0,1.0,no,
315,XLOC_000305,XLOC_000305,YBR230W-A,II:680361-680562,NI,I,OK,37.525999999999996,50.6453,0.432539,0.224429,0.7701,0.9624,no,
316,XLOC_000306,XLOC_000306,PBP2,II:683372-684669,NI,I,NOTEST,2.2215,4.77722,1.10464,0.0,1.0,1.0,no,
317,XLOC_000307,XLOC_000307,DAD3,II:684976-685261,NI,I,OK,37.7056,37.7615,0.00213614,0.0014069,0.89385,0.978844,no,
318,XLOC_000308,XLOC_000308,VHC1,II:686900-690263,NI,I,NOTEST,4.61848,4.21339,-0.132439,0.0,1.0,1.0,no,
319,XLOC_000309,XLOC_000309,PRP5,II:691968-694518,NI,I,NOTEST,1.62649,0.945757,-0.782224,0.0,1.0,1.0,no,
320,XLOC_000310,XLOC_000310,YBR242W,II:704669-705386,NI,I,OK,26.4143,31.2489,0.24248499999999998,0.295381,0.68395,0.9408709999999999,no,
321,XLOC_000311,XLOC_000311,GPX2,II:707527-708016,NI,I,OK,7.949,44.5296,2.48592,1.6551900000000002,0.075,0.548064,no,
322,XLOC_000312,XLOC_000312,RRT2,II:711590-712754,NI,I,OK,9.3282,14.4361,0.630007,0.77152,0.3025,0.8065220000000001,no,
323,XLOC_000313,XLOC_000313,SPO23,II:719032-720604,NI,I,NOTEST,0.759342,1.9441099999999998,1.35629,0.0,1.0,1.0,no,
324,XLOC_000314,XLOC_000314,MRPS5,II:721389-722313,NI,I,OK,11.0386,10.6392,-0.053171300000000005,-0.056500800000000004,0.9359,0.979664,no,
325,XLOC_000315,XLOC_000315,DUT1,II:722610-723054,NI,I,OK,46.9657,90.2361,0.942098,1.02417,0.12865,0.6666949999999999,no,
326,XLOC_000316,XLOC_000316,SRB6,II:723269-723635,NI,I,OK,44.1551,43.5852,-0.0187417,-0.018166400000000003,0.92255,0.979073,no,
327,XLOC_000317,XLOC_000317,MTC4,II:724455-726540,NI,I,NOTEST,0.7878350000000001,1.1743,0.5758340000000001,0.0,1.0,1.0,no,
328,XLOC_000318,XLOC_000318,POP4,II:728884-729724,NI,I,OK,15.523,13.7086,-0.179332,-0.194761,0.7958,0.96815,no,
329,XLOC_000319,XLOC_000319,YBR259W,II:730386-732453,NI,I,NOTEST,3.02632,2.35501,-0.36183200000000004,0.0,1.0,1.0,no,
330,XLOC_000320,XLOC_000320,SHM1,II:736263-737736,NI,I,OK,55.7655,60.4738,0.11693599999999998,0.236168,0.772,0.9627110000000001,no,
331,XLOC_000321,XLOC_000321,TSC10,II:738581-739544,NI,I,OK,38.147,29.9578,-0.348636,-0.515454,0.4797,0.8920170000000001,no,
332,XLOC_000322,XLOC_000322,REI1,II:739840-741022,NI,I,OK,15.2124,13.1617,-0.208907,-0.32293,0.7506,0.958139,no,
333,XLOC_000323,XLOC_000323,MRPL37,II:741298-741616,NI,I,OK,94.6585,94.0509,-0.00928948,-0.011011700000000001,0.95485,0.979664,no,
334,XLOC_000324,XLOC_000324,EFM2,II:744851-746111,NI,I,NOTEST,7.13128,6.43443,-0.14835,0.0,1.0,1.0,no,
335,XLOC_000325,XLOC_000325,CHK1,II:749593-751177,NI,I,NOTEST,5.378769999999999,6.29208,0.226262,0.0,1.0,1.0,no,
336,XLOC_000326,XLOC_000326,DPB3,II:760214-760899,NI,I,OK,12.7642,22.405,0.811721,0.803029,0.3397,0.828551,no,
337,XLOC_000327,XLOC_000327,PAF1,II:761256-762594,NI,I,NOTEST,3.00641,2.4848,-0.274914,0.0,1.0,1.0,no,
338,XLOC_000328,XLOC_000328,MRPL27,II:768239-768680,NI,I,OK,29.0976,30.8927,0.0863661,0.0868115,0.91125,0.979073,no,
339,XLOC_000329,XLOC_000329,YBR284W,II:771238-773632,NI,I,NOTEST,0.753726,1.34953,0.8403430000000001,0.0,1.0,1.0,no,
340,XLOC_000330,XLOC_000330,YBR285W,II:773921-774356,NI,I,OK,6.68443,11.5163,0.7847970000000001,0.495059,0.59535,0.91645,no,
341,XLOC_000331,XLOC_000331,APE3,II:774699-776313,NI,I,OK,177.30900000000003,215.2,0.279414,0.589316,0.45145,0.8809319999999999,no,
342,XLOC_000332,XLOC_000332,YBR287W,II:776570-777854,NI,I,OK,105.226,58.4351,-0.8485870000000001,-1.54189,0.0327,0.41793500000000006,no,
343,XLOC_000333,XLOC_000333,SNF5,II:779666-782384,NI,I,NOTEST,1.31205,1.37693,0.0696253,0.0,1.0,1.0,no,
344,XLOC_000334,XLOC_000334,BSD2,II:782590-783556,NI,I,OK,12.7105,11.7572,-0.112475,-0.143173,0.85585,0.971607,no,
345,XLOC_000335,XLOC_000335,VBA2,II:787005-788430,NI,I,OK,22.6701,12.0369,-0.913331,-1.3334700000000002,0.0734,0.541902,no,
346,XLOC_000336,XLOC_000336,SUL1,II:789018-792602,NI,I,OK,22.9595,3.1368400000000003,-2.8717099999999998,-3.70643,0.0001,0.010348399999999999,yes,
347,XLOC_000337,XLOC_000337,PCA1,II:792848-796499,NI,I,OK,12.9518,16.4413,0.34417600000000004,0.606755,0.3982,0.864864,no,
348,XLOC_000338,XLOC_000338,MAL33,II:800522-801929,NI,I,OK,24.549,12.4987,-0.973893,-1.3557,0.066,0.52664,no,
349,XLOC_000339,XLOC_000339,MAL32,II:805350-807105,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
350,XLOC_000340,XLOC_000340,PAU24,II:808599-809419,NI,I,NOTEST,0.0,5.99297,inf,0.0,1.0,1.0,no,
351,XLOC_000341,XLOC_000341,"YBL111C,YBL112C,YBL113C",II:279-5009,NI,I,NOTEST,0.21783200000000003,1.1045399999999999,2.34215,0.0,1.0,1.0,no,
352,XLOC_000342,XLOC_000342,PAU9,II:7604-7733,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
353,XLOC_000343,XLOC_000343,MIX23,II:9960-10551,NI,I,OK,27.1322,30.2203,0.15551199999999998,0.179453,0.8172,0.969691,no,
354,XLOC_000344,XLOC_000344,SRO77,II:10846-13879,NI,I,NOTEST,3.85198,1.50955,-1.35148,0.0,1.0,1.0,no,
355,XLOC_000345,XLOC_000345,PKC1,II:14240-17696,NI,I,NOTEST,1.35479,1.8654700000000002,0.46147299999999997,0.0,1.0,1.0,no,
356,XLOC_000346,XLOC_000346,SEA4,II:18176-21293,NI,I,NOTEST,1.27493,1.8751799999999998,0.556606,0.0,1.0,1.0,no,
357,XLOC_000347,XLOC_000347,RTG3,II:22075-23536,NI,I,NOTEST,6.91184,6.32066,-0.128994,0.0,1.0,1.0,no,
358,XLOC_000348,XLOC_000348,ECM21,II:24945-28299,NI,I,NOTEST,4.49912,3.02727,-0.571623,0.0,1.0,1.0,no,
359,XLOC_000349,XLOC_000349,YBL100C,II:36988-38690,NI,I,NOTEST,0.0,2.6759,inf,0.0,1.0,1.0,no,
360,XLOC_000350,XLOC_000350,YBL096C,II:43173-44097,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
361,XLOC_000351,XLOC_000351,YBL094C,II:43173-44097,NI,I,OK,28.6866,48.4827,0.757093,0.5350689999999999,0.43625,0.875217,no,
362,XLOC_000352,XLOC_000352,ROX3,II:44255-44918,NI,I,OK,87.9839,84.3976,-0.0600372,-0.105546,0.8952,0.978844,no,
363,XLOC_000353,XLOC_000353,SCS22,II:46564-47180,NI,I,OK,28.1481,23.3264,-0.271072,-0.310931,0.7014,0.945895,no,
364,XLOC_000354,XLOC_000354,MAP2,II:47362-48628,NI,I,OK,14.7339,19.4785,0.402739,0.7089449999999999,0.45415,0.882393,no,
365,XLOC_000355,XLOC_000355,TEL1,II:51018-59382,NI,I,NOTEST,0.667305,0.522934,-0.351716,0.0,1.0,1.0,no,
